Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation,Eclipsing,CV_Types,CV_subtypes,CV_subsubtypes,eclipse_clear,Clarity,manual_label,
ASASSN-15dk,000-BLN-974,07 50 40.05 +06 59 01.4,CMi,UG,--,15.1 - 18.1 V,117.666875,6.983722222,ZTF18aaachid,0.087421752,0,dwarf_nova,,,,,,
ASASSN-15if,000-BLQ-462,08 02 53.37 +00 16 54.1,CMi,UG,--,15.0 - 20.4 V,120.722375,0.281694444,ZTF23aaabcav,0.390018455,0,dwarf_nova,,,,,,
ASASSN-16ac,000-BLV-415,08 04 48.87 +02 48 54.0,CMi,UG,--,16.0 - 20.5 V,121.203625,2.815,ZTF19acsxxsx,0.574653573,0,dwarf_nova,,,,,,
ASASSN-17au,000-BMD-830,07 08 37.28 +10 01 26.7,CMi,UG,--,15.6 - 20.4 B V,107.1553333,10.02408333,ZTF19aaspeva,0.080149294,0,dwarf_nova,,,,,,
ASASSN-18as,000-BMN-567,07 33 05.90 +02 26 02.7,CMi,UG,--,17.5 - <21 V,113.2745833,2.434083333,ZTF19aaaousr,0.431551492,0,dwarf_nova,,,,,,
ASASSN-18gc,000-BMQ-014,08 02 03.26 +00 16 20.0,CMi,UG,--,16.3 - 22.5 g,120.5135833,0.272222222,ZTF19aatwljq,0.143671613,0,dwarf_nova,,,,,,
ASASSN-19acn,000-BNJ-214,07 33 25.45 +00 29 41.2,CMi,UG,--,16.5 - 21.6 g,113.3560417,0.494777778,ZTF19aapucmy,0.078301052,0,dwarf_nova,,,,,,
ASASSN-19cd,000-BMZ-159,07 52 39.71 +06 10 33.9,CMi,UG,--,17.0 - 22.1 g,118.1654583,6.176083333,ZTF19acxybcw,0.123480111,0,dwarf_nova,,,,,,
ASASSN-20cz,000-BNL-366,07 29 02.88 +01 49 56.0,CMi,UG,--,15.8 - 18.6 g,112.262,1.832222222,ZTF18acyxakh,0.200255334,0,dwarf_nova,,,,,,
ASASSN-21cy,--,08 10 43.04 +05 33 12.9,CMi,UG,--,16.8 - 21.9 g,122.6793333,5.553583333,ZTF18aabirqk,0.062159412,0,dwarf_nova,,,,,,
ASASSN-21un,000-BPF-257,07 23 54.08 +03 41 41.7,CMi,UG,--,14.9 - 22.5 g,110.9753333,3.694916667,ZTF21aclywzw,0.128650742,0,dwarf_nova,,,,,,
ASASSN-21uv,000-BPF-367,07 15 01.32 +01 18 06.3,CMi,UG,--,16.6 - <23 g,108.7555,1.30175,ZTF21acoozfn,0.06124075,0,dwarf_nova,,,,,,
ATO J109.5933+04.3849,--,07 18 22.40 +04 23 05.7,CMi,UG,--,16.3 - 19.5 g,109.5933333,4.384916667,ZTF18acrvecv,0.138890683,0,dwarf_nova,,,,,,
CSS 140121:075258-000709,--,07 52 58.25 -00 07 09.2,CMi,UG,--,18.73 (3.67) CV,118.2427083,-0.119222222,ZTF18adbhtiu,0.683394218,0,dwarf_nova,,,,,,
CSS 160116:073858+103858,--,07 38 57.98 +10 38 57.7,CMi,UG,--,17.98 (2.62) CV,114.7415833,10.64936111,ZTF18aaawmpv,0.647374665,0,dwarf_nova,,,,,,
Gaia19aro,--,07 15 54.23 +01 50 23.7,CMi,UG,--,17.9 - 20.9 G,108.9759583,1.839916667,ZTF19aakleap,0.130871219,0,dwarf_nova,,,,,,
Gaia19auo,000-BMZ-882,07 10 36.55 +07 57 25.5,CMi,UG,--,17.7 - 20.7 G,107.6522917,7.957083333,ZTF19aaknfpe,0.123058611,0,dwarf_nova,,,,,,
Gaia19duj,000-BNG-361,07 16 25.53 +04 16 48.2,CMi,UG,--,15.4 - 17.9 G,109.106375,4.280055556,ZTF18acvvedi,0.290287057,0,dwarf_nova,,,,,,
Gaia19fif,000-BNJ-208,07 26 34.36 +10 22 52.7,CMi,UG,--,18.7 - 20.9 G,111.6431667,10.38130556,ZTF19aatqpds,0.017386823,0,dwarf_nova,,,,,,
Gaia19fih,000-BNJ-210,07 29 24.73 +03 03 59.8,CMi,UG,--,17.2 - 23: g G,112.3530417,3.066611111,ZTF19acxkzlp,0.081782781,0,dwarf_nova,,,,,,
Gaia21bdd,000-BNY-368,07 29 19.30 +08 15 01.6,CMi,UG,--,17.6 - 21.4 r G,112.3304167,8.250444444,ZTF20acxhqhq,0.178214937,0,dwarf_nova,,,,,,
Gaia21bto,--,07 29 05.64 +00 36 22.5,CMi,UG,--,18.4 - 23: g G,112.2735,0.60625,ZTF21aatnpnl,0.105759916,0,dwarf_nova,,,,,,
Gaia21eiw,000-BPD-413,07 21 23.25 +05 31 58.9,CMi,UG,--,18.7 - 20.7 G,110.346875,5.533027778,ZTF20achvegx,0.060072669,0,dwarf_nova,,,,,,
MASTER OT J071247.50+095647.1,000-BLG-641,07 12 47.45 +09 56 47.0,CMi,UG,--,16.5 - 21.4 g,108.1977083,9.946388889,ZTF18aabniof,0.093175772,0,dwarf_nova,,,,,,
MASTER OT J072347.15+041144.4,000-BML-868,07 23 47.16 +04 11 44.2,CMi,UG,--,17.3 - 20.7 G,110.9465,4.195611111,ZTF17aaaiiqk,0.065992671,0,dwarf_nova,,,,,,
MASTER OT J072508.30+115522.2,000-BKT-869,07 25 08.30 +11 55 22.2,CMi,UG,--,16.5 - <18.9 CR,111.2845833,11.92283333,ZTF18aabiote,0.704595508,0,dwarf_nova,,,,,,
MGAB-V3537,--,07 16 58.82 +06 47 38.2,CMi,UG,--,18.1 - <22.0 r,109.2450833,6.793944444,ZTF19aarmonw,0.010193929,0,dwarf_nova,,,,,,
MGAB-V3541,--,07 28 55.97 +06 34 33.3,CMi,UG,--,17.2 - 21.5 g,112.2332083,6.575916667,ZTF19abzzmhw,0.070424682,0,dwarf_nova,,,,,,
MGAB-V3542,--,07 42 17.72 +03 52 46.6,CMi,UG,--,17.5 - 21.2 r,115.5738333,3.879611111,ZTF18acrvglz,0.11417862,0,dwarf_nova,,,,,,
MGAB-V696,--,07 15 11.58 +07 02 31.8,CMi,UG,--,16.4 - 19.3 g,108.79825,7.042166667,ZTF17aabwgzl,0.021515096,0,dwarf_nova,,,,,,
PS1-13enk,--,07 30 00.03 +11 02 05.2,CMi,UG,--,16.9 - 22.1 g,112.500125,11.03477778,ZTF18aagpxsx,0.120223941,0,dwarf_nova,,,,,,
SDSS J075117.00+100016.2,000-BJY-138,07 51 17.00 +10 00 16.3,CMi,UG,--,14.5 - 18.4 r,117.8208333,10.00452778,ZTF18aaglptg,0.081725004,0,dwarf_nova,,,,,,
ZTF18aaanfpk,--,07 34 54.48 +04 42 32.2,CMi,UG,--,17.1 - 21.8 g,113.727,4.708944444,ZTF18aaanfpk,0.053058306,0,dwarf_nova,,,,,,
ZTF18aablnlt,000-BPF-485,07 32 04.68 +12 00 51.5,CMi,UG,--,17.1 - 22.1 g,113.0195,12.01430556,ZTF18aablnlt,0.066562813,0,dwarf_nova,,,,,,
ZTF18acrvdxt,--,07 21 06.73 +07 47 18.8,CMi,UG,--,18.7 - 21.0 r,110.2780417,7.788555556,ZTF18acrvdxt,0.236905434,0,dwarf_nova,,,,,,
ZTF18acrvfxa,--,07 11 25.25 +03 55 56.9,CMi,UG,--,16.0 - 18.6 g,107.8552083,3.932472222,ZTF18acrvfxa,0.079972299,0,dwarf_nova,,,,,,
ZTF18acsolyy,--,07 34 52.19 +08 38 42.1,CMi,UG,--,16.4 - 20.1 g,113.7174583,8.645027778,ZTF18acsolyy,0.061931024,0,dwarf_nova,,,,,,
ZTF18acuatde,--,07 21 40.58 +02 54 24.0,CMi,UG,--,15.1 - 22.0 g,110.4190833,2.906666667,ZTF18acuatde,0.080031341,0,dwarf_nova,,,,,,
ZTF18acvveil,--,07 28 39.96 +02 19 47.9,CMi,UG,--,18.9 - 21.9 g,112.1665,2.329972222,ZTF18acvveil,0.074085516,0,dwarf_nova,,,,,,
ZTF19aabmwsa,--,08 02 21.62 +04 09 02.7,CMi,UG,--,17.9 - 20.4 g,120.5900833,4.15075,ZTF19aabmwsa,0.287835955,0,dwarf_nova,,,,,,
ZTF21aathrnx,000-BPL-354,07 36 32.12 +08 55 06.3,CMi,UG,--,16.2 - 23.7: g,114.1338333,8.918416667,ZTF21aathrnx,0.073701982,0,dwarf_nova,,,,,,
ASASSN-14br,000-BLJ-089,20 50 19.90 -16 29 03.1,Cap,UG,--,14.71 - <17 V,312.5829167,-16.48419444,ZTF18abucbyy,0.503242665,0,dwarf_nova,,,,,,
ASASSN-15ft,--,20 25 21.61 -26 53 35.5,Cap,UG,--,16.1 - <16.7 V,306.3400417,-26.89319444,ZTF20abkhjbu,0.321788363,0,dwarf_nova,,,,,,
ASASSN-16fk,000-BLX-930,20 24 22.03 -08 37 44.1,Cap,UG,--,14.7 - 20.2 CV V,306.0917917,-8.628916667,ZTF19abnnywf,0.256050118,0,dwarf_nova,,,,,,
ASASSN-16hs,000-BLY-686,20 30 25.16 -21 54 51.7,Cap,UG,--,16.2 - 19.9 B V,307.6048333,-21.91436111,ZTF19abilwjs,0.180610725,0,dwarf_nova,,,,,,
ASASSN-17pz,000-BMM-532,21 13 33.47 -25 16 05.7,Cap,UG,--,16.1 - 19.9 G V,318.3894583,-25.26825,ZTF19abzgccc,0.23512424,0,dwarf_nova,,,,,,
ASASSN-18li,000-BMR-405,21 54 52.88 -12 35 04.2,Cap,UG,--,14.8 - 21.3 g,328.7203333,-12.5845,ZTF18abwwdpy,0.427007154,0,dwarf_nova,,,,,,
ASASSN-19acd,000-BNJ-212,21 14 14.71 -21 32 51.4,Cap,UG,--,17.4 - 20.8 g,318.5612917,-21.54761111,ZTF18acceqcc,0.178135406,0,dwarf_nova,,,,,,
ASASSN-19qe,000-BND-570,20 09 30.73 -24 42 34.7,Cap,UG,--,16.7 - 21.1 z g,302.3780417,-24.70963889,ZTF19abbxpss,0.154720746,0,dwarf_nova,,,,,,
ASASSN-21uq,000-BPF-324,21 47 00.13 -17 09 53.5,Cap,UG,--,14.3 - 22.8 g,326.7505417,-17.16486111,ZTF21acnjzwy,0.058720761,0,dwarf_nova,,,,,,
ASASSN-22ng,000-BPL-800,20 36 49.23 -21 25 56.9,Cap,UG,--,15.1 - 21.3 g,309.205125,-21.43247222,ZTF22abrrxsd,0.040309691,0,dwarf_nova,,,,,,
ATLAS19pcg,000-BPF-469,20 23 14.98 -10 29 06.0,Cap,UG,--,16.9 - 22.2 g,305.8124167,-10.485,ZTF18acahilg,0.093175772,0,dwarf_nova,,,,,,
CRTS J205518.8-162640,000-BML-627,20 55 18.83 -16 26 40.4,Cap,UG,--,16.4 - 20.8 CV,313.8284583,-16.44455556,ZTF18abwvftm,0.128283063,0,dwarf_nova,,,,,,
CSS 100522:201840-184718,000-BKD-154,20 18 40.43 -18 47 17.9,Cap,UG,--,15.7 - 21.9 CV,304.6684583,-18.78830556,ZTF20abfcrfr,0.134572494,0,dwarf_nova,,,,,,
CSS 100522:202238-190534,--,20 22 37.66 -19 05 33.8,Cap,UG,--,17.7 - 21.1 CV,305.6569167,-19.09272222,ZTF18acfbpwo,0.250718652,0,dwarf_nova,,,,,,
CSS 100606:214814-121839,--,21 48 13.70 -12 18 38.8,Cap,UG,--,17.4 - <21.4 CV,327.0570833,-12.31077778,ZTF18adbldte,0.799333073,0,dwarf_nova,,,,,,
CSS 100613:203214-112601,000-BJV-852,20 32 13.99 -11 26 01.6,Cap,UG,--,14.9 - 19.2 CV,308.0582917,-11.43377778,ZTF20abhyziq,0.084732894,0,dwarf_nova,,,,,,
CSS 101116:204001-144908,--,20 40 01.39 -14 49 09.5,Cap,UG,--,17.7 - 20.9 CV,310.0057917,-14.81930556,ZTF19abxfcza,0.162464488,0,dwarf_nova,,,,,,
CSS 120718:212040-164752,--,21 20 39.69 -16 47 52.0,Cap,UG,--,16.9 - 21.3 r CV,320.165375,-16.79777778,ZTF20acgdajc,0.278867515,0,dwarf_nova,,,,,,
CSS 130924:201535-141644,--,20 15 35.34 -14 16 44.5,Cap,UG,--,17.1 - 21.4 G,303.89725,-14.27902778,ZTF18abobpds,0.122172592,0,dwarf_nova,,,,,,
CSS 140629:201637-103100,000-BLJ-486,20 16 36.77 -10 31 00.3,Cap,UG,--,17.1 - 20.7 G,304.1532083,-10.51675,ZTF18abnmtlg,0.084677131,0,dwarf_nova,,,,,,
CSS 140902:201652-203224,--,20 16 52.12 -20 32 24.4,Cap,UG,--,16.38 (3.52) CV,304.2171667,-20.54011111,ZTF20abnkgki,0.440885404,0,dwarf_nova,,,,,,
Gaia15ade,000-BLQ-141,20 10 29.26 -14 44 36.4,Cap,UG,--,18.1 - 21.9: CV,302.6219167,-14.74344444,ZTF18abrnttt,0.064910159,0,dwarf_nova,,,,,,
Gaia16bjr,000-BMB-013,20 29 52.13 -20 17 24.1,Cap,UG,--,18.4 - 22.2: CV G,307.4672083,-20.29002778,ZTF18abuszpc,0.116065998,0,dwarf_nova,,,,,,
Gaia17aug,000-BMG-447,20 10 39.04 -12 36 10.8,Cap,UG,--,17.6 - 22.9 r G,302.6626667,-12.603,ZTF21acijipu,0.089872806,0,dwarf_nova,,,,,,
Gaia20crh,000-BNN-147,20 47 50.44 -23 21 27.8,Cap,UG,--,15.8 - 21.9 r G,311.9601667,-23.35772222,ZTF20abkhhxy,0.11903944,0,dwarf_nova,,,,,,
Gaia20fnp,000-BNS-568,21 02 35.38 -25 13 19.5,Cap,UG,--,17.9 - 20.4 G,315.6474167,-25.22208333,ZTF19abdjxko,0.086607499,0,dwarf_nova,,,,,,
LSQ13bxh,--,21 10 20.11 -17 48 23.6,Cap,UG,--,16.7 (3) CR,317.5837917,-17.80655556,ZTF18abznpxj,0.688338979,0,dwarf_nova,,,,,,
MASTER OT J214916.65-145918.1,000-BPF-482,21 49 16.63 -14 59 18.0,Cap,UG,--,15.1 - 21.6 r CR,327.3192917,-14.98833333,ZTF21acbzhfn,0.110392635,0,dwarf_nova,,,,,,
MGAB-V3681,--,20 13 13.29 -23 33 14.7,Cap,UG,--,17.6 - 20.7 r,303.305375,-23.55408333,ZTF18absupnl,0.063214314,0,dwarf_nova,,,,,,
MLS 100623:211504-183405,--,21 15 03.71 -18 34 05.0,Cap,UG,--,16.9 - 21.0 CV,318.7654583,-18.56805556,ZTF19aawtgpf,0.079913213,0,dwarf_nova,,,,,,
MLS 120530:202121-202142,--,20 21 21.12 -20 21 42.0,Cap,UG,--,17.0 - 20.9 CV,305.338,-20.36166667,ZTF18acufyhr,0.372297316,0,dwarf_nova,,,,,,
SEKBO 126041.3419,000-BKQ-256,21 09 29.18 -20 43 52.2,Cap,UG,--,16.0 - 20.2 CV,317.3715833,-20.73116667,ZTF19aayvpky,0.184210088,0,dwarf_nova,,,,,,
SSS 110515:210357-214727,--,21 03 56.68 -21 47 27.0,Cap,UG,--,15.5 - 18.6 CV,315.9861667,-21.79083333,ZTF19abbxrug,0.439017283,0,dwarf_nova,,,,,,
SSS 110702:215038-215719,--,21 50 37.76 -21 57 19.1,Cap,UG,--,16.5 - <20.9 CV,327.6573333,-21.95530556,ZTF19acbpnei,0.166513442,0,dwarf_nova,,,,,,
SSS 111126:203355-192925,000-BLQ-517,20 33 55.09 -19 29 25.2,Cap,UG,--,18.6 CV - 21.9 V,308.4795417,-19.49033333,ZTF19aawlgrc,0.170299916,0,dwarf_nova,,,,,,
SSS 130514:212502-214311,--,21 25 01.95 -21 43 10.5,Cap,UG,--,15.9 - 19.3 CV,321.258125,-21.71958333,ZTF21abiccfx,0.3520295,0,dwarf_nova,,,,,,
ZTF19acopsvw,--,20 21 00.80 -24 27 00.7,Cap,UG,--,17.0 - 24.2 g,305.2533333,-24.45019444,ZTF19acopsvw,0.068313843,0,dwarf_nova,,,,,,
ZTF20acohkja,000-BNS-093,21 15 18.84 -17 36 05.5,Cap,UG,--,18.3 - 23.5: g,318.8285,-17.60152778,ZTF20acohkja,0.016551762,0,dwarf_nova,,,,,,
V0590 Cas,000-BDJ-976,03 23 41.72 +76 16 53.0,Cas,UG,--,12.9 - 17.8 g,50.92383333,76.28138889,ZTF18acpfnzs,0.352793486,0,dwarf_nova,,,,,,
V0630 Cas,000-BCS-001,23 48 51.92 +51 27 39.2,Cas,UG,2.56388,13.9 - 16.9 V,357.2163333,51.46088889,ZTF17aabuuug,0.122981819,0,dwarf_nova,,,,,,
2MASS J23205675+5605152,000-BND-271,23 20 56.78 +56 05 15.1,Cas,UG,--,16.5 - 21.2 g,350.2365833,56.08752778,ZTF17aaaedmp,0.131015509,0,dwarf_nova,,,,,,
ASASSN-14ge,000-BLJ-935,00 59 00.33 +75 00 04.2,Cas,UG,--,16.0 - 19.0 g,14.751375,75.00116667,ZTF18abvjbsu,0.235966479,0,dwarf_nova,,,,,,
ASASSN-15qx,--,03 15 38.79 +62 33 13.6,Cas,UG,--,16.77 - <16.8 V,48.911625,62.55377778,ZTF17aabuxne,1.758939485,0,dwarf_nova,,,,,,
ASASSN-16jv,000-BLZ-387,02 41 31.18 +59 36 30.3,Cas,UG,--,15.8 - 20.3: V,40.37991667,59.60841667,ZTF18abtqyrr,0.844906134,0,dwarf_nova,,,,,,
ASASSN-16kf,000-BLZ-468,01 12 39.17 +68 11 47.9,Cas,UG,--,14.4 - 21.0 V,18.16320833,68.19663889,ZTF18abdjyag,0.092565444,0,dwarf_nova,,,,,,
ASASSN-19acs,000-BNJ-256,22 57 38.28 +53 36 42.8,Cas,UG,--,17.5 - 21.0 i g,344.4095,53.61188889,ZTF18abcrppo,0.10044559,0,dwarf_nova,,,,,,
ASASSN-19rt,000-BNF-081,00 41 17.65 +73 17 09.6,Cas,UG,--,16.0 - 21.5 g,10.32354167,73.286,ZTF19abgqpyt,0.23722423,0,dwarf_nova,,,,,,
ASASSN-19zo,000-BNH-266,23 40 16.37 +51 49 33.0,Cas,UG,--,15.1 - 19.4 g,355.0682083,51.82583333,ZTF18abdlyzg,0.151886116,0,dwarf_nova,,,,,,
ASASSN-20kl,000-BNP-856,01 05 36.38 +53 16 11.5,Cas,UG,--,16.1 - 20.9 g,16.40158333,53.26986111,ZTF18acvbyjt,0.117441523,0,dwarf_nova,,,,,,
ASASSN-20ks,000-BNP-881,00 54 01.95 +55 36 11.5,Cas,UG,--,16.2 - 21.0 g,13.508125,55.60319444,ZTF20abweufc,0.126353885,0,dwarf_nova,,,,,,
ASASSN-22ob,000-BPM-860,02 21 22.11 +74 19 28.0,Cas,UG,--,16.5 - <23 g,35.342125,74.32444444,ZTF22abyroxq,0.012294341,0,dwarf_nova,,,,,,
ATLAS16dry,000-BPC-798,00 26 20.82 +51 31 09.8,Cas,UG,--,18.1 - 22.4 r,6.58675,51.51938889,ZTF18acajosk,0.125904492,0,dwarf_nova,,,,,,
ATLAS18tza,000-BNH-789,23 37 23.58 +51 31 13.0,Cas,UG,--,18.4 - 23: g,354.34825,51.52027778,ZTF18abnurff,0.101521405,0,dwarf_nova,,,,,,
BMAM-V346,000-BNC-726,01 12 37.70 +61 27 35.6,Cas,UG,--,16.7 - 19.8 g,18.15708333,61.45988889,ZTF18abgtrkj,0.248599652,0,dwarf_nova,,,,,,
BMAM-V375,000-BND-847,00 25 08.90 +56 39 52.2,Cas,UG,--,17.7 - 20.8 g,6.287083333,56.6645,ZTF17aaaeojo,0.387808012,0,dwarf_nova,,,,,,
BMAM-V713,000-BNP-464,00 13 01.03 +51 13 58.7,Cas,UG,--,18.4 - 22.0 g,3.254291667,51.23297222,ZTF18abhqcfi,0.086005481,0,dwarf_nova,,,,,,
Gaia16ame,000-BLX-842,01 08 00.45 +58 51 30.2,Cas,UG,--,16.4 - 20.0 r,17.001875,58.85838889,ZTF18abmjnsc,0.282769832,0,dwarf_nova,,,,,,
Gaia16apf,000-BLX-918,00 34 33.40 +54 28 42.0,Cas,UG,--,17.9 - 21.0 G,8.639166667,54.47833333,ZTF18admkjwh,0.074403618,0,dwarf_nova,,,,,,
Gaia16bdl,000-BLZ-368,23 44 22.20 +50 38 00.9,Cas,UG,--,18.2 - <22 G,356.0925,50.63358333,ZTF19aaaakdk,0.245848387,0,dwarf_nova,,,,,,
Gaia16bnb,000-BMB-708,02 00 43.34 +63 46 33.9,Cas,UG,--,17.5 - <22 G r,30.18058333,63.77608333,ZTF19abtajxg,0.181601809,0,dwarf_nova,,,,,,
Gaia16bzo,000-BMD-235,23 33 21.60 +55 03 42.0,Cas,UG,--,17.5 - <22 G,353.34,55.06166667,ZTF20acajfzd,0.199072481,0,dwarf_nova,,,,,,
Gaia17auo,000-BMG-466,22 59 14.88 +53 42 59.5,Cas,UG,--,17.3 - 20.6 g,344.812,53.71652778,ZTF17aaawqhl,0.225652229,0,dwarf_nova,,,,,,
Gaia17btr,000-BMJ-747,00 23 26.79 +63 33 15.4,Cas,UG,--,17.1 - 20.6 G,5.861625,63.55427778,ZTF18abchhat,0.131626978,0,dwarf_nova,,,,,,
Gaia18auq,000-BMQ-427,00 19 03.26 +53 49 36.4,Cas,UG,--,17.6 - <22 G,4.763583333,53.82677778,ZTF19abdqfdd,0.101567922,0,dwarf_nova,,,,,,
Gaia18dgw,000-BMW-149,00 42 36.87 +60 52 48.8,Cas,UG,--,17.3 - 20.8 G,10.653625,60.88022222,ZTF18acbyagx,0.042366447,0,dwarf_nova,,,,,,
Gaia18dhy,000-BMW-186,00 44 59.62 +55 47 51.4,Cas,UG,--,17.1 - 19.5 G,11.24841667,55.79761111,ZTF18abuvmnq,0.133338343,0,dwarf_nova,,,,,,
Gaia18dku,--,23 37 31.74 +58 49 56.6,Cas,UG,--,18.6 - 21.7 r G,354.38225,58.83238889,ZTF18abnxomm,0.199214794,0,dwarf_nova,,,,,,
Gaia19bef,000-BNB-500,23 06 48.86 +56 23 52.0,Cas,UG,--,17.4 - 22.4 r G,346.7035833,56.39777778,ZTF20abizkga,0.177870047,0,dwarf_nova,,,,,,
Gaia19bfh,000-BNB-994,00 37 17.94 +52 25 12.1,Cas,UG,--,16.4 - 19.3 G,9.32475,52.42002778,ZTF18abnyaoy,0.123403582,0,dwarf_nova,,,,,,
Gaia19bks,000-BNC-159,01 00 57.44 +57 14 35.5,Cas,UG,--,17.9 - 20.6 G,15.23933333,57.24319444,ZTF18adngzer,0.162754967,0,dwarf_nova,,,,,,
Gaia19cdx,000-BND-072,01 16 50.97 +72 13 27.8,Cas,UG,--,19.1 - 21.5 r G,19.212375,72.22438889,ZTF18abjdcub,0.064545288,0,dwarf_nova,,,,,,
Gaia19cfg,000-BND-064,01 10 37.66 +63 43 32.9,Cas,UG,--,16.4 - 18.7 G,17.65691667,63.72580556,ZTF18abflqbr,0.17573275,0,dwarf_nova,,,,,,
Gaia19cxb,000-BND-890,23 52 35.67 +57 18 02.8,Cas,UG,--,18.1 - 23: g G,358.148625,57.30077778,ZTF18ablvdem,0.110904901,0,dwarf_nova,,,,,,
Gaia19cxu,000-BND-853,01 13 35.50 +48 53 34.5,Cas,UG,--,15.9 - 21.0 V,18.39791667,48.89291667,ZTF18abscqcc,0.065200587,0,dwarf_nova,,,,,,
Gaia19cxz,000-BND-861,23 16 58.22 +53 26 28.9,Cas,UG,--,17.7 - 20.8 G,349.2425833,53.44136111,ZTF18abjplhz,0.061394815,0,dwarf_nova,,,,,,
Gaia19fmy,000-BNJ-449,00 13 02.13 +58 10 15.8,Cas,UG,--,18.7 - 21.1 G,3.258875,58.17105556,ZTF18admdxjc,0.015672271,0,dwarf_nova,,,,,,
Gaia20ejy,000-BNR-280,23 12 04.56 +54 29 51.5,Cas,UG,--,18.1 - 20.2 G,348.019,54.49763889,ZTF18abajuqs,0.115208204,0,dwarf_nova,,,,,,
Gaia21bqe,000-BNY-190,23 54 37.23 +54 48 22.8,Cas,UG,--,16.5 - 23: g G,358.655125,54.80633333,ZTF21aaxjhxi,0.079498385,0,dwarf_nova,,,,,,
Gaia21dso,000-BPC-298,01 52 13.06 +67 01 27.3,Cas,UG,--,16.4 - 22.5 r,28.05441667,67.02425,ZTF21abrlwud,0.096071048,0,dwarf_nova,,,,,,
Gaia21epe,000-BPD-655,01 41 07.27 +62 45 04.9,Cas,UG,--,18.0 - 21.3 G r,25.28029167,62.75136111,ZTF19acslmnp,0.116634355,0,dwarf_nova,,,,,,
Gaia21fhs,000-BPF-606,01 41 11.64 +64 16 51.0,Cas,UG,--,18.5 - 20.5 G,25.2985,64.28083333,ZTF18aczpiej,0.082758812,0,dwarf_nova,,,,,,
IPHAS J005707.57+651858.0,000-BND-941,00 57 07.57 +65 18 58.0,Cas,UG,--,18.6 - 21.9 r,14.28154167,65.31611111,ZTF18abcvgpt,0.173433016,0,dwarf_nova,,,,,,
LANAT 2,000-BNF-256,00 14 58.62 +59 41 04.7,Cas,UG,--,17.0 - 19.4 g,3.74425,59.68463889,ZTF17aaaedfi,0.086170085,0,dwarf_nova,,,,,,
MASTER OT J000055.37+540128.5,--,00 00 55.23 +54 01 28.6,Cas,UG,--,16.5 - 20.5 g,0.230125,54.02461111,ZTF17aaagrix,0.139230353,0,dwarf_nova,,,,,,
MASTER OT J002521.98+545036.7,000-BLR-999,00 25 22.12 +54 50 38.3,Cas,UG,--,15.2 - 19.5 G CR,6.342166667,54.84397222,ZTF17aaaewaj,0.253994202,0,dwarf_nova,,,,,,
MASTER OT J002932.32+502554.2,000-BLF-614,00 29 32.33 +50 25 54.2,Cas,UG,--,17.2 - <22 CR,7.384708333,50.43172222,ZTF18abktleu,0.171460877,0,dwarf_nova,,,,,,
MASTER OT J004008.26+492807.5,000-BLD-702,00 40 08.26 +49 28 07.5,Cas,UG,--,16.9 - 22.0 g,10.03441667,49.46875,ZTF18abshugp,0.712806736,0,dwarf_nova,,,,,,
MASTER OT J004202.43+481308.4,000-BLQ-790,00 42 02.38 +48 13 08.5,Cas,UG,--,18.0 - 21.4 B CR,10.50991667,48.21902778,ZTF20abyxmyt,0.233349692,0,dwarf_nova,,,,,,
MASTER OT J004951.91+512641.4,--,00 49 51.84 +51 26 40.9,Cas,UG,--,16.0 - 20.3 g,12.466,51.44469444,ZTF18admaypn,0.086716508,0,dwarf_nova,,,,,,
MASTER OT J005051.63+521106.6,000-BLP-088,00 50 51.63 +52 11 06.6,Cas,UG,--,16.2 - <20.7 CR,12.715125,52.18516667,ZTF19aaefccz,1.279556782,0,dwarf_nova,,,,,,
MASTER OT J010147.00+730046.6,--,01 01 47.00 +73 00 46.6,Cas,UG,--,18.1 - <20.0 CR,15.44583333,73.01294444,ZTF20abjclbs,0.606883255,0,dwarf_nova,,,,,,
MASTER OT J010405.58+500735.1,000-BKV-531,01 04 05.57 +50 07 34.8,Cas,UG,--,17.0 - 22.7 r CR,16.02320833,50.12633333,ZTF19acbtthv,0.023407727,0,dwarf_nova,,,,,,
MASTER OT J010925.88+521021.3,000-BLS-366,01 09 25.85 +52 10 21.5,Cas,UG,--,17.4 CR - 20.8 B,17.35770833,52.17263889,ZTF18acakbbq,0.311874246,0,dwarf_nova,,,,,,
MASTER OT J020404.19+741804.6,000-BMF-186,02 04 04.20 +74 18 04.8,Cas,UG,--,16.2 - 21.0 B V,31.0175,74.30133333,ZTF19abyzuli,0.144098377,0,dwarf_nova,,,,,,
MASTER OT J025211.84+753147.6,000-BML-049,02 52 11.84 +75 31 47.6,Cas,UG,--,17.2 - 24: r CR,43.04933333,75.52988889,ZTF23aacxptz,0.624232957,0,dwarf_nova,,,,,,
MASTER OT J232349.56+591221.9,000-BMV-098,23 23 49.58 +59 12 22.2,Cas,UG,--,16.8 - 21.7: r r,350.9565833,59.20616667,ZTF18abvjbnb,0.052790558,0,dwarf_nova,,,,,,
MASTER OT J235247.28+512650.4,000-BLH-394,23 52 47.33 +51 26 50.8,Cas,UG,--,14.5 - 19.0 G CR,358.1972083,51.44744444,ZTF17aaawqnt,0.134993034,0,dwarf_nova,,,,,,
