Name,AUID,Coords,Const,Type,Period,Mag,ra,dec
V1240 Her,000-BJQ-874,17 02 44.10 +22 35 47.9,Her,CV,0.067,17.4 - 17.8 V,255.68375000000003,22.596638888888886
V1247 Her,000-BDB-621,17 11 45.09 +30 13 20.1,Her,NL,0.05579861,20.3 - ? s,257.93787499999996,30.22225
V1323 Her,000-BJQ-776,18 03 39.66 +40 12 20.3,Her,DQ,0.18342,16.1 - 20.4 CV G,270.91524999999996,40.20563888888889
V1449 Her,000-BFT-687,18 35 56.27 +22 26 40.0,Her,UG,--,16.1 - 19.5 p,278.9844583333333,22.444444444444446
V1460 Her,000-BLY-039,16 21 17.36 +44 12 54.1,Her,UG+E,0.2078522,13.1 - 15.58 V,245.32233333333335,44.21502777777778
V1564 Her,--,16 41 42.46 +36 28 08.1,Her,UG,--,17.3 - <19 U,250.42691666666664,36.468916666666665
V1674 Her,000-BNZ-786,18 57 30.98 +16 53 39.6,Her,NA/DQ,0.15302,6.0 - <20.5 g V,284.37908333333326,16.894333333333332
ASAS J180841+1614.7,--,18 08 40.22 +16 14 30.9,Her,UGSS,--,13.0 - 15.8 V,272.16758333333325,16.24191666666667
ASASSN-13as,000-BLB-405,17 23 06.31 +17 57 54.9,Her,UGSU,0.071,15.1 - 21.1 V,260.7762916666666,17.96525
ASASSN-13bc,000-BLH-581,18 02 22.44 +45 52 44.5,Her,UGSU,--,13.8 - 19.4 V,270.5935,45.87902777777778
ASASSN-13ct,000-BLH-792,18 06 06.64 +27 21 09.5,Her,UGSU,--,15.4 - 20.6 g,271.5276666666667,27.35263888888889
ASASSN-13df,000-BLD-834,17 22 35.83 +18 05 11.7,Her,UGSU,--,14.3 - 19.9 g,260.6492916666666,18.086583333333333
ASASSN-14fl,000-BLJ-876,16 19 27.83 +42 30 39.6,Her,UG,--,16.3 - 20.5 V,244.86595833333328,42.511
ASASSN-14gz,000-BLK-264,17 23 25.99 +33 04 14.0,Her,UGSU,--,14.2 - 22.2 V,260.8582916666666,33.07055555555556
ASASSN-15ax,000-BLM-828,17 30 25.97 +45 16 46.0,Her,UG,--,13.8 - 21.5 V,262.60820833333327,45.279444444444444
ASASSN-15br,000-BLN-116,17 45 27.18 +40 38 40.0,Her,UG,--,15.7 - <16.3 V,266.36324999999994,40.644444444444446
ASASSN-15ce,000-BLN-224,18 05 47.66 +47 20 24.4,Her,UG,--,16.0 - 19.6 CV,271.44858333333326,47.34011111111111
ASASSN-15cm,000-BLP-635,17 31 02.22 +34 26 33.2,Her,UGSU,0.2084652,15.7 - 19.4 g,262.75924999999995,34.44255555555555
ASASSN-15fc,000-BLP-658,18 08 30.46 +47 46 23.5,Her,UG,--,13.4 V - 20.9 B,272.1269166666666,47.77319444444444
ASASSN-15hd,000-BLQ-149,17 31 25.45 +27 54 28.5,Her,UGWZ:,--,14.0 - 21.7 V,262.8560416666666,27.907916666666665
ASASSN-15jd,000-BLQ-545,16 49 25.42 +14 02 43.7,Her,UGWZ,--,13.8 - 21.4 V,252.35591666666662,14.045472222222221
ASASSN-15ka,000-BLQ-613,18 16 06.21 +15 36 35.6,Her,UG,--,15.6 - 21.2 V,274.025875,15.60988888888889
ASASSN-15le,000-BLQ-896,18 21 13.98 +17 09 14.0,Her,UGSU,--,14.0 - 20.6 V,275.30825,17.153888888888886
ASASSN-15lk,000-BLQ-911,18 33 49.09 +19 37 25.4,Her,UG:,--,15.8 - 19.9: V,278.45454166666667,19.623722222222224
ASASSN-15ni,000-BLR-377,18 39 58.04 +22 21 17.7,Her,UGWZ,0.05517,12.9 - 21: B V,279.99183333333326,22.354916666666668
ASASSN-15nu,000-BLR-584,17 32 30.36 +50 09 32.6,Her,UG,--,16.5 V - 21.0 CV,263.12649999999996,50.159055555555554
ASASSN-15qg,000-BLS-340,18 19 48.26 +25 22 20.7,Her,UG,--,15.5 - <19 V,274.95108333333326,25.372416666666666
ASASSN-15qo,000-BLS-379,18 11 22.86 +22 42 06.7,Her,UGWZ,--,15.2 - 22.0 V,272.84524999999996,22.70186111111111
ASASSN-16aq,000-BLV-711,16 55 25.08 +37 21 36.7,Her,UGSU,--,15.1 - 22.0 V,253.8545,37.360194444444446
ASASSN-16de,000-BLX-009,18 42 34.03 +17 41 23.8,Her,UGSU,--,15.7 V - 20.7 B,280.6417916666666,17.689944444444446
ASASSN-16ef,000-BLX-306,16 34 46.61 +32 18 43.2,Her,UG,--,16.1 - 23.0 V,248.6942083333333,32.312
ASASSN-16eg,000-BLX-310,17 26 10.33 +42 20 02.7,Her,UGWZ,0.075478,12.6 - 19.7 CV,261.5430416666667,42.33408333333333
ASASSN-16lk,000-BMB-546,17 53 24.04 +35 11 51.0,Her,UG,--,16.1 - 20.7 B CV,268.3501666666666,35.1975
ASASSN-16lo,000-BMB-543,18 08 41.02 +46 19 34.8,Her,UGWZ,--,14.3 - 22.1 B V,272.17091666666664,46.32633333333334
ASASSN-17cp,000-BMF-523,18 19 24.43 +19 17 49.7,Her,UGSU,--,14.6 - 21.1 V,274.85179166666666,19.29713888888889
ASASSN-17fh,000-BMG-987,17 02 31.79 +18 53 52.9,Her,UGSU,--,16.0 - 20.9 V,255.63245833333332,18.898027777777777
ASASSN-17ic,000-BMJ-248,17 13 13.14 +36 38 46.9,Her,UG,--,15.8 - 22.9 V,258.30474999999996,36.64636111111111
ASASSN-17jn,000-BMJ-811,18 34 02.23 +25 47 17.6,Her,UG,--,15.9 - <22 V,278.5092916666666,25.788222222222224
ASASSN-17kv,000-BMK-453,18 16 50.33 +16 32 08.8,Her,UG,--,16.8 - <22 V,274.2097083333333,16.535777777777778
ASASSN-18fa,000-BMP-614,18 38 48.98 +25 01 31.1,Her,UGSU:,--,16.1 - 21.2 g,279.7040833333333,25.025305555555555
ASASSN-18nj,000-BMR-687,18 10 20.69 +32 39 13.8,Her,UG,--,16.5 - 21.8 g,272.58620833333333,32.65383333333333
ASASSN-18qf,000-BMS-543,17 10 33.87 +16 18 52.8,Her,UGSU,--,12.7 - 20.4 g,257.641125,16.314666666666668
ASASSN-18sq,000-BMT-204,18 35 48.49 +24 29 27.0,Her,UG,--,17.5 - 21.9 g,278.9520416666666,24.490833333333335
ASASSN-18vd,--,18 18 58.06 +17 53 06.0,Her,UG,--,16.5 - 22.5: g,274.74191666666667,17.884999999999998
ASASSN-19fl,000-BNB-040,18 08 40.94 +19 26 25.6,Her,UG,--,15.9 - 22.2: g,272.1705833333333,19.440444444444445
ASASSN-19go,000-BNB-237,18 00 09.84 +18 12 55.5,Her,UG,--,15.9 - 18.7 g,270.04099999999994,18.215416666666666
ASASSN-19ib,000-BNB-490,17 27 50.16 +23 52 47.6,Her,UGSU:+E,--,14.9 - 21.7 g,261.95899999999995,23.87988888888889
ASASSN-19mc,000-BNC-395,17 47 49.04 +18 41 13.1,Her,UGSU,--,15.1 - <22 g,266.9543333333333,18.686972222222224
ASASSN-19px,000-BND-436,17 03 19.41 +12 45 54.8,Her,UG,--,15.5 - 21.9 g,255.830875,12.765222222222222
ASASSN-19vc,000-BNG-357,18 31 54.49 +23 41 08.1,Her,UG:,--,17.0 - <22 g,277.97704166666665,23.685583333333334
ASASSN-19wr,000-BNG-690,18 08 45.61 +15 21 01.3,Her,UG,--,15.6 - 20.7 g,272.1900416666666,15.350361111111111
ASASSN-20ci,000-BNK-951,17 48 47.23 +22 19 12.9,Her,UG,--,14.4 - 21.2 g,267.1967916666667,22.32025
ASASSN-20eh,000-BNM-199,16 59 41.81 +27 33 53.4,Her,UG,--,16.3 - 23.2 g,254.9242083333333,27.564833333333333
ASASSN-20eq,000-BNM-557,17 35 00.45 +25 36 54.8,Her,UGSU/IBWD,--,15.4 - 21.5 g,263.751875,25.615222222222222
ASASSN-20fr,000-BNM-955,17 00 57.63 +22 10 43.1,Her,UGSU,--,14.7 - 22.6 g,255.24012499999995,22.17863888888889
ASASSN-20hn,000-BNN-990,18 30 59.63 +15 30 47.2,Her,UG,--,16.1 - 18.6 g,277.7484583333333,15.513111111111112
ASASSN-20jl,000-BNP-495,16 46 14.67 +17 00 17.5,Her,UGSU,--,12.8 - 15.03 g,251.56112499999995,17.00486111111111
ASASSN-20js,000-BNP-624,18 02 13.02 +24 20 22.9,Her,UG,--,16.2 - 22.2 g,270.55424999999997,24.339694444444444
ASASSN-20ke,000-BNP-853,18 42 17.83 +16 55 01.3,Her,UGSU/IBWD,--,15.6 - 21.0 g,280.5742916666666,16.91702777777778
ASASSN-21ba,000-BNW-266,17 26 43.14 +21 54 15.6,Her,UG,--,16.8 - 23.0 g,261.67974999999996,21.904333333333334
ASASSN-21dh,000-BNX-612,17 21 42.60 +26 20 35.6,Her,UG,--,16.3 - 20.4 g,260.42749999999995,26.34322222222222
ASASSN-21du,000-BNX-679,18 16 59.00 +25 38 01.4,Her,UG,--,16.3 - 22.1 g,274.24583333333334,25.63372222222222
ASASSN-21gm,000-BNY-614,18 41 09.42 +23 59 17.5,Her,UG,--,16.5 - 23.3 g,280.28925,23.988194444444446
ASASSN-21go,000-BNY-684,18 40 43.39 +15 53 30.7,Her,UGSU,--,14.8 - 23: g,280.18079166666666,15.89186111111111
ASASSN-21kf,000-BNZ-743,18 44 45.73 +12 27 37.1,Her,UG,--,16.0 - 20.3 g,281.19054166666666,12.460305555555555
ASASSN-21pt,000-BPC-278,17 57 43.80 +19 10 50.3,Her,UGSU:,--,16.0 - 21.3 g,269.43249999999995,19.18063888888889
ASASSN-22bj,000-BPG-776,18 36 34.59 +17 27 53.8,Her,UG:,--,15.6 - 18.4 g,279.144125,17.464944444444445
ASASSN-22bz,000-BPG-947,18 43 55.79 +17 18 55.1,Her,UG:,--,16.1 - <23 g,280.9824583333333,17.315305555555558
ASASSN-22cg,000-BPH-109,18 49 21.89 +17 19 26.2,Her,UG,--,16.2 - <23 g,282.3412083333333,17.323944444444443
ASASSN-22cz,000-BPH-531,18 54 56.46 +17 28 16.1,Her,UG,--,15.9 - 22.2 g,283.7352499999999,17.471138888888888
ASASSN-22dc,000-BPH-824,18 56 04.56 +17 31 29.0,Her,UG,--,16.0 - <23 g,284.01899999999995,17.52472222222222
ASASSN-22dl,000-BPH-658,17 37 27.02 +41 58 46.9,Her,UGWZ+E,0.05561039,14.8 - 21.2 G g,264.36258333333336,41.97969444444445
ASASSN-22jj,000-BPK-758,16 47 53.18 +14 59 43.2,Her,UG,--,17.0 - 21.0 g,251.97158333333334,14.995333333333333
ASASSN-22ky,000-BPL-163,17 39 36.36 +16 55 55.7,Her,UG,--,16.9 - 22.0 g,264.90149999999994,16.93213888888889
ASASSN-22lo,000-BPL-310,18 25 34.60 +22 15 11.8,Her,UG,--,15.3 - 23.7 g,276.39416666666665,22.25327777777778
ASASSN-V J175721.00+152502.1,000-BMS-226,17 57 21.01 +15 25 02.1,Her,UGZ,--,14.6 - 17.0 V,269.33754166666665,15.41725
ATLAS16crp,000-BMH-265,18 07 29.90 +26 06 02.8,Her,UG,--,18.2 - <22 G,271.8745833333333,26.10077777777778
ATLAS17jqk,000-BMK-558,18 48 15.19 +17 17 10.4,Her,UG,--,17.8 - 22.5: i CR,282.06329166666666,17.286222222222225
ATLAS17ndd,000-BNS-670,18 14 39.73 +50 18 34.8,Her,UG,--,17.4 - 22.3 B g,273.6655416666666,50.309666666666665
ATLAS18qgs,000-BMT-097,18 09 29.06 +26 50 44.7,Her,UG,--,17.4 - <22 r,272.3710833333333,26.84575
ATLAS18tkb,000-BMT-270,17 31 25.16 +20 08 06.5,Her,UG,--,16.4 - <22 r CR,262.85483333333326,20.13513888888889
ATLAS18tzn,000-BMT-262,18 52 56.94 +22 17 57.7,Her,UGSU,--,16.0 - 22.5 g,283.23724999999996,22.299361111111114
ATLAS18uju,000-BNH-778,18 14 04.42 +21 53 16.0,Her,UG,--,16.6 - 21.4 r CR,273.51841666666667,21.887777777777778
ATLAS18xss,000-BMW-242,18 10 15.33 +39 39 48.9,Her,UG,--,16.8 - 21.6 i CR,272.563875,39.663583333333335
ATLAS19mbi,000-BNH-770,16 12 44.14 +06 06 47.4,Her,UG,--,16.5 - 24: g,243.18391666666665,6.113166666666666
ATLAS19mdr,000-BNH-768,18 54 45.47 +20 08 36.4,Her,UG,--,17.5 - <24 r CR,283.6894583333333,20.143444444444444
ATLAS19oyk,000-BND-932,18 34 52.71 +24 54 05.6,Her,UG,--,17.5 - <23 g CR,278.71962499999995,24.901555555555554
ATLAS19wxw,000-BNH-762,17 05 52.80 +24 17 44.4,Her,UG,--,16.6 - 22.3 r CR,256.46999999999997,24.29566666666667
ATLAS20iay,000-BNL-577,18 51 06.45 +20 57 34.3,Her,UG:,--,18.2 - <22 G,282.77687499999996,20.959527777777776
ATLAS20yzy,000-BNR-126,18 23 21.51 +20 34 13.2,Her,UGWZ:,--,15.6 - <22 g,275.83962499999996,20.570333333333334
ATLAS21jln,000-BNY-394,18 20 45.68 +17 42 52.8,Her,UG:,--,18.1 - <23 g o,275.1903333333333,17.714666666666666
ATLAS21wuw,000-BNZ-822,17 49 35.14 +17 13 01.1,Her,UG,--,14.8 - 23: g,267.39641666666665,17.21697222222222
ATLAS22berw,000-BPL-304,18 26 23.81 +25 10 49.0,Her,UG,--,16.1 - 23.2 g,276.5992083333333,25.18027777777778
ATLAS22cbr,000-BPG-981,17 10 37.70 +13 37 38.9,Her,UG,--,16.0 - 22.0 r o,257.65708333333333,13.627472222222222
ATLAS22jho,000-BPH-983,18 06 43.91 +15 21 18.7,Her,UG,--,18.0 - 23.5: r o,271.6829583333333,15.355194444444445
ATLAS22ryz,000-BPK-216,17 35 07.35 +47 26 16.1,Her,UG,--,15.6 - 23.1 g,263.78062499999993,47.43780555555555
ATLAS22sxk,000-BPK-488,18 08 18.03 +18 32 21.8,Her,UG,--,18.1 - <23 g,272.07512499999996,18.53938888888889
BMAM-V528,000-BNK-570,18 04 28.69 +34 33 36.2,Her,UG,--,19.7 - 22.3 g,271.11954166666663,34.56005555555555
BMAM-V534,000-BNK-647,18 10 51.79 +17 35 58.2,Her,NL+E,0.13484405,16.2 - 18.4 g,272.71579166666663,17.5995
BMAM-V625,000-BNL-157,18 15 43.09 +26 16 09.8,Her,UGZ+E:,--,17.2 - 18.7 r,273.9295416666666,26.269388888888887
BMAM-V692,000-BNN-962,18 31 22.97 +15 37 14.2,Her,UGER,--,17.6 - 21.5 g,277.8457083333333,15.620611111111112
BMAM-V767,000-BNR-801,17 05 50.17 +25 46 11.8,Her,UG,--,18.9 - 21.5 g,256.4590416666666,25.769944444444445
BMAM-V829,000-BNS-712,18 24 30.46 +28 45 20.2,Her,UG,--,17.9 - 22.2 g,276.1269166666666,28.75561111111111
Cl* NGC 6341 FPR 8203,--,17 17 06.56 +43 08 24.4,Her,CV:,--,22.6 - ? U,259.27733333333333,43.14011111111111
CSS 080131:163943+122414,000-BFS-955,16 39 42.73 +12 24 14.4,Her,UGSU,0.08500,16.1 - 20.5 CV,249.9280416666666,12.404
CSS 080302:160845+220610,--,16 08 44.81 +22 06 09.9,Her,UG,--,17.9 - 21.0 CV,242.18670833333329,22.10275
CSS 080409:174714+150048,000-BFT-221,17 47 14.36 +15 00 47.8,Her,UG,--,16.4 r' - 19.6 CR,266.8098333333333,15.013277777777779
CSS 080415:162012+115257,--,16 20 12.00 +11 52 57.1,Her,UG,--,19.5 - 20.8 CV,245.04999999999995,11.882527777777778
CSS 080424:160232+161732,--,16 02 32.13 +16 17 32.3,Her,UG,--,18.2 - 21.8 CV,240.63387500000002,16.292305555555558
CSS 080426:165347+164950,000-BPF-522,16 53 46.61 +16 49 48.9,Her,CV,--,19.2 - 22.6 g,253.4442083333333,16.83025
CSS 080505:163121+103134,000-BFT-286,16 31 20.88 +10 31 34.1,Her,UGSU,0.06265,14.0 - 19.3 CV,247.83699999999996,10.52613888888889
CSS 080512:173860+344023,--,17 38 59.80 +34 40 22.7,Her,UG,--,17.8 - <22 G,264.7491666666666,34.67297222222222
CSS 080513:164002+073208,--,16 40 02.15 +07 32 07.7,Her,UG,--,18.1 - 21.0 CV,250.0089583333333,7.535472222222222
CSS 080514:162606+225044,--,16 26 05.71 +22 50 44.4,Her,UG,--,18.3 - 22.5 CV,246.52379166666665,22.845666666666666
CSS 080606:162322+121334,--,16 23 22.24 +12 13 33.9,Her,UGER,--,16.9 - 21.4 r,245.84266666666664,12.226083333333333
CSS 080606:164147+121026,--,16 41 46.78 +12 10 25.4,Her,UG,--,16.9 - 21.1 CV,250.44491666666664,12.17372222222222
CSS 081010:172929+201808,--,17 29 29.10 +20 18 07.5,Her,UGSU:,--,16.8 - 21.5 g,262.37125,20.302083333333336
CSS 090205:170610+143452,000-BKQ-418,17 06 09.68 +14 34 52.1,Her,UGSU,0.05823,14.0 - 20.9 g,256.54033333333336,14.581138888888889
CSS 090205:174301+300053,--,17 43 01.46 +30 00 52.6,Her,UG,--,17.0 - 21.0 CV,265.75608333333327,30.014611111111112
CSS 090303:173003+482119,000-BKC-296,17 30 02.94 +48 21 18.5,Her,UG,--,15.7 - 22.0 g,262.51224999999994,48.35513888888889
CSS 090303:175130+352123,000-BJP-170,17 51 30.21 +35 21 23.1,Her,UGSU,--,15.0 - 20.5 CV,267.875875,35.35641666666667
CSS 090416:164413+054158,--,16 44 13.26 +05 41 57.9,Her,UG,--,16.8 - 20.9 G CV,251.05525,5.699416666666667
CSS 090421:173802+354549,000-BKR-764,17 38 01.90 +35 45 48.9,Her,UG,--,16.1 - 20.3 CV,264.50791666666663,35.76358333333334
CSS 090516:171223+362516,000-BLH-712,17 12 23.07 +36 25 15.1,Her,UG,--,16.4 - 20.87 g CV,258.096125,36.42086111111111
CSS 090601:162236+035247,000-BKC-288,16 22 35.74 +03 52 46.5,Her,UG,--,15.6 - 21.0 CV,245.64891666666668,3.879583333333333
CSS 090711:164018+080823,--,16 40 17.89 +08 08 23.2,Her,UG,--,17.3 - <20 CV,250.07454166666665,8.139777777777777
CSS 090711:173851+292314,--,17 38 51.02 +29 23 11.5,Her,UG,--,17.0 - 21.0 g,264.71258333333327,29.386527777777776
CSS 090729:171808+131907,--,17 18 08.03 +13 19 06.7,Her,UG,--,17.9 - <21.3 CV,259.53345833333333,13.318527777777778
CSS 090818:170702+165339,000-BKQ-478,17 07 02.45 +16 53 38.9,Her,UG,--,16.7 - <20 CV,256.7602083333333,16.89413888888889
CSS 090820:173308+300635,000-BPJ-889,17 33 07.91 +30 06 34.3,Her,UGSU,--,16.2 - 22.5 g,263.2829583333333,30.109527777777778
CSS 090922:172901+160108,--,17 29 00.94 +16 01 08.0,Her,UG,--,17.0 - 18.1 CV,262.25391666666667,16.01888888888889
CSS 090929:172039+183802,000-BKC-294,17 20 38.68 +18 38 01.9,Her,UGSU,--,15.3 - 20.8 CV,260.16116666666665,18.63386111111111
CSS 090929:173150+150258,--,17 31 50.13 +15 02 58.1,Her,UG,--,18.5 - <20.8 CV,262.958875,15.049472222222223
CSS 090930:165003+435616,--,16 50 02.78 +43 56 15.7,Her,UG,--,18.4 - 22.4 CV,252.51158333333325,43.93769444444444
CSS 100413:173528+363107,--,17 35 28.27 +36 31 06.6,Her,UG,--,16.9 - 21.1 g,263.8677916666666,36.518499999999996
CSS 100510:175901+395551,000-BNP-966,17 59 01.17 +39 55 51.0,Her,UGSU,--,15.5 - 22.1 g,269.75487499999997,39.93083333333333
CSS 100513:164748+433845,--,16 47 47.98 +43 38 45.0,Her,UG,--,19.0 - 21.8 CV,251.94991666666667,43.645833333333336
CSS 100616:164625+180808,--,16 46 24.78 +18 08 08.4,Her,UG,--,18.3 - 20.8 CV,251.60324999999997,18.135666666666665
CSS 100616:173008+255444,--,17 30 07.87 +25 54 43.6,Her,UG,--,17.6 - 21.4 r G,262.53279166666664,25.91211111111111
CSS 100707:164950+035835,000-BLC-739,16 49 50.39 +03 58 34.5,Her,UGSU,--,13.2 - 19.3 V,252.4599583333333,3.9762500000000003
CSS 100707:172952+220808,000-BKR-304,17 29 51.60 +22 08 08.1,Her,UG,0.2966:,14.7 - 19.3 g,262.465,22.135583333333333
CSS 110426:170152+132131,--,17 01 51.59 +13 21 30.6,Her,UG,--,18.0 - 19.6 CV,255.4649583333333,13.3585
CSS 110507:163239+351108,--,16 32 39.39 +35 11 07.3,Her,UG/IBWD,0.0227:,17.9 - 23.0 g,248.164125,35.185361111111106
CSS 110610:175649+344360,000-BNM-216,17 56 48.74 +34 43 59.7,Her,UG,--,15.9 - 21.5 CV,269.2030833333333,34.733250000000005
CSS 110611:162806+065316,000-BKC-266,16 28 06.15 +06 53 15.2,Her,UGSU,--,14.2 - 21.0 G CV,247.02562499999993,6.887555555555555
CSS 110623:173517+154708,000-BKC-346,17 35 16.91 +15 47 08.2,Her,UG,0.3534,14.3 - 17.5 CV,263.8204583333333,15.78561111111111
CSS 110921:160824+165240,000-BMN-846,16 08 24.00 +16 52 40.6,Her,UG,--,15.0 - <20.4 CV,242.09999999999997,16.877944444444445
CSS 111022:171958+200236,--,17 19 57.87 +20 02 37.4,Her,UG,--,18.0 - 20.7 G,259.99112499999995,20.043722222222225
CSS 120322:163848+405057,000-BLH-714,16 38 47.74 +40 50 57.0,Her,UG,--,16.7 - <22 CV,249.6989166666666,40.84916666666667
CSS 120419:163059+114327,--,16 30 58.84 +11 43 26.9,Her,UG,--,17.4 CV - 22.1 V,247.74516666666665,11.72413888888889
CSS 120424:171250+310708,--,17 12 49.90 +31 07 07.9,Her,UG,--,15.8 - 19.7 CV,258.2079166666666,31.118861111111112
CSS 120515:181239+460333,000-BND-871,18 12 39.52 +46 03 34.5,Her,UG,--,18.2 - 20.6 G,273.1646666666666,46.05958333333333
CSS 120608:164943+230458,--,16 49 42.68 +23 04 58.3,Her,UG,--,17.4 - 21: g CV,252.4278333333333,23.08286111111111
CSS 120621:165804+143634,--,16 58 03.74 +14 36 33.9,Her,UG,--,16.2 - 20.7 CV,254.51558333333327,14.609416666666666
CSS 130418:174033+414756,000-BKY-507,17 40 33.46 +41 47 56.0,Her,UGWZ,0.04505,12.7 - 21 CV V,265.13941666666665,41.79888888888889
CSS 130421:172701+181421,000-BKZ-468,17 27 00.84 +18 14 20.2,Her,UG,--,14.8 - 20.3 CV,261.7535,18.238944444444446
CSS 130505:165004+243347,--,16 50 04.50 +24 33 47.4,Her,UG,--,18.5 - 20.9 CV,252.51874999999993,24.563166666666667
CSS 130510:175654+353051,--,17 56 54.40 +35 30 50.8,Her,UG,--,17.2 - 21: CV,269.22666666666663,35.51411111111111
CSS 130520:175009+290044,--,17 50 08.91 +29 00 44.0,Her,UG,--,18.4 - <21 CV,267.53712499999995,29.01222222222222
CSS 130613:174102+265401,--,17 41 01.67 +26 54 00.5,Her,UG,--,18.5 - 21.2 CV,265.2569583333333,26.900138888888886
CSS 130613:174547+264347,000-BLB-247,17 45 47.33 +26 43 45.7,Her,UG,--,15.2 - 18.3 CV,266.4472083333333,26.72936111111111
CSS 130916:165201+244631,--,16 52 01.33 +24 46 30.5,Her,UG,--,16.7 - 21.5 CV,253.00554166666666,24.77513888888889
CSS 131001:164501+152520,--,16 45 01.20 +15 25 19.6,Her,UG:,--,17.8 - <20 CV,251.25499999999997,15.42211111111111
CSS 140407:174643+501111,--,17 46 42.85 +50 11 11.2,Her,UG,--,17.45 (4.55) CV,266.6785416666666,50.18644444444444
CSS 140606:164803+122120,000-BLJ-459,16 48 02.76 +12 21 20.5,Her,UG,--,18.5 CV - <23 r',252.01149999999998,12.355694444444444
CSS 140609:172936+175416,000-BLJ-463,17 29 36.41 +17 54 16.2,Her,UG,--,17.4 CV - 21.3 B,262.4017083333333,17.9045
CSS 140623:172038+132828,--,17 20 38.01 +13 28 27.8,Her,UG,--,17.90 (>3.10) CV,260.1583749999999,13.474388888888889
CSS 140930:171818+293544,--,17 18 18.49 +29 35 43.9,Her,UG,--,17.65 (0.25) CV,259.5770416666666,29.595527777777775
CSS 141013:175843+313726,000-BLP-002,17 58 42.69 +31 37 25.3,Her,UG,--,17.8 - 21.6 B CV,269.6778749999999,31.623694444444446
CSS 150422:172535+231215,000-BLQ-296,17 25 34.92 +23 12 14.8,Her,UG,--,18.5 - <20.9 CV,261.39549999999997,23.20411111111111
CSS 150512:175608+265535,000-BLQ-511,17 56 07.71 +26 55 35.2,Her,UG,--,17.3 - 19.5 CV,269.03212499999995,26.926444444444446
CSS 150606:165007+392755,000-BLQ-851,16 50 07.00 +39 27 55.8,Her,UG,--,17.6 CV - 23.2: V,252.5291666666666,39.465500000000006
CSS 160406:181252+330407,000-BMK-531,18 12 52.55 +33 04 07.1,Her,UG,--,15.4 - 19.7 G CV,273.21895833333326,33.06863888888889
CSS 160419:171247+411139,000-BLX-618,17 12 46.84 +41 11 38.9,Her,UG:,--,18.2 - 24: CV,258.19516666666664,41.19413888888889
CSS 160703:175933+333458,000-BLY-429,17 59 32.60 +33 34 58.2,Her,UG,--,18.9 - 22.6 CV,269.8858333333333,33.58283333333333
CSS 160705:164654+090726,000-BLY-432,16 46 53.52 +09 07 26.3,Her,UG,--,18.2 - 21.3: CV,251.72299999999996,9.123972222222223
CSS 160906:160346+193540,000-BLZ-422,16 03 46.08 +19 35 40.0,Her,AM,0.05693,16.7 - 19.1 CV,240.94199999999995,19.594444444444445
CSS 170201:162011+104234,000-BMF-711,16 20 11.35 +10 42 32.8,Her,UG,--,15.6: - 22.8 r CV,245.04729166666664,10.70911111111111
CSS 170628:164204+151218,000-BMJ-439,16 42 04.24 +15 12 18.3,Her,UG,--,16.7 - 20.9 V CV,250.5176666666666,15.205083333333333
CzeV404,000-BLP-287,18 30 01.76 +12 33 46.2,Her,UGSU+E,0.09802125,14.3 - 17.2 V,277.5073333333333,12.562833333333334
DDE 152,000-BMH-674,16 46 54.81 +13 53 59.2,Her,NL/VY,--,15.9 - 18.8 CV,251.72837499999997,13.899777777777777
DDE 163,000-BMZ-930,18 50 13.38 +24 22 20.0,Her,UGSU:,--,13.8 - 18.4 V,282.55574999999993,24.372222222222224
DDE 179,000-BNJ-528,17 29 09.99 +30 18 49.0,Her,CV,--,18.8 - 21.4 g,262.29162499999995,30.31361111111111
DDE 211,000-BNZ-705,17 57 24.21 +14 40 16.5,Her,UG,--,17.5 - 20.5 g,269.350875,14.671249999999999
DDE 216,000-BPF-050,18 35 04.93 +14 32 08.5,Her,UG,--,18.2 - <23 g B,278.77054166666665,14.535694444444445
DDE 25,000-BKD-605,17 34 47.04 +37 14 45.0,Her,UG,--,16.3 - 20.6 G,263.69599999999997,37.24583333333334
EQ J170606.1+255153,000-BKQ-232,17 06 06.10 +25 51 53.2,Her,UG,--,15.7 - 21.6 g,256.5254166666667,25.86477777777778
FSVS J1722+2723,000-BJW-639,17 22 43.95 +27 23 55.5,Her,CV,--,20.12 - 20.96 V,260.68312499999996,27.39875
Gaia DR2 4508764209586424064,000-BPJ-617,18 37 56.66 +13 56 14.6,Her,UG,--,18.2 - 21.7 g,279.48608333333334,13.93738888888889
Gaia DR2 4525692148867619328,000-BPL-772,18 33 16.21 +20 33 34.0,Her,UG,--,17.8 - 21.4 g,278.3175416666666,20.559444444444445
Gaia14abg,000-BMN-652,17 30 47.90 +50 00 16.2,Her,CV:,0.0653275,17.5 - 17.9 CV,262.6995833333333,50.0045
Gaia16aaa,000-BLV-931,17 34 13.22 +19 34 19.4,Her,UG:,--,17.7 G - <22 CR,263.5550833333333,19.572055555555554
Gaia16agd,000-BLW-726,18 06 48.47 +26 59 30.2,Her,UG:,--,18.7 - <22 G,271.7019583333333,26.991722222222222
Gaia16agg,000-BLW-727,17 14 15.37 +17 20 42.9,Her,UG,--,18.2 - <22 G,258.56404166666664,17.34525
Gaia16agl,000-BLW-730,17 34 29.66 +14 34 38.5,Her,UG,--,17.1 - <21.0 CV,263.62358333333333,14.577361111111111
